content,label,start
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh hộp hơi bị móp nên hơi buồn 1 xíu,neutral,3
đã vậy ship còn nhanh,positive,5
đặt màu trắng giao màu xanh còn lại,positive,5
52kg cảm giác hơi nhỏ,positive,5
lần sau sẽ ủng hộ nữa,positive,5
thời gian giao hàng rất nhanh mỗi tội size s mà áo vẫn hơi dài,positive,4
có điều hoa thêu trên áo không được đẹp không đậm màu như clip đăng,neutral,3
không như quảng cáo,negative,1
kute dễ thương cực,positive,5
chất liệu hơi mỏng màu nhạt hơn hình,negative,2
giao hàng nhanh chóng gói sản phẩm đẹp,positive,5
mua cho con em mà mình nhìn mình còn thích,positive,5
hợp giá tiền,neutral,3
khi nào có hàng quần lót liên hệ giúp mình nhé,positive,4
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền,positive,5
vải mềm và đẹp lắm,positive,5
chất lượng sản phẩm tạm được giặt phai màu lem,negative,2
lần đầu mua hàng của thấy cũng uy tín mà nhận cái áo quá chán ko buồn mặc thử,negative,1
mình dùng loại này rất thích đợt nào có chương trình cũng mua mua về giới thiệu chị hàng xóm chị ấy thích ngay từ đầu,positive,5
chất lượng sản phẩm tuyệt vời 5 sao,positive,5
shoppee còn phải học lazada dài dài,negative,1
váy quá rộng so với mình,negative,1
chân váy k co giãn mấy,neutral,3
2 áo phông còn đc áo len vừa đắt vừa mỏng vừa cầm vào đã sổ hết chỉ ở nách áo ra rồi,neutral,3
giao sai màu sai size áo bầu ngực quá bự dây áo ko co giãn,negative,1
thời gian giao hàng rất nhanh đứa e m cũng thích nên khả năng ra tết m sẽ đặt tiếp,positive,5
chất lượng sản phẩm tuyệt vời minh rat hai long voi san tham nay ban gui size vua y voi minh,positive,5
chất cứng và thô hơn mình nghĩ,negative,1
đóg gói kg đạt giầy bj dơ chùi kg ra,negative,2
chất lượng sản phẩm tạm được đường chỉ may ko chắc chắn,neutral,3
vãi hơi thô,negative,2
đẹp và chất lượng,positive,5
áo đệm mỏng nhé 3 khuy chắc chắn,positive,5
sản phâm tốt k lỗi lầm ạ hộp không bị móp méo như lần trước đẹp k tì vết 3,positive,5
sp rất túi kiểu dáng đẹp da mềm nhưng rất đứng túi,positive,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt phục vụ rất tốt rất đáng tiền rất đáng tiền,positive,5
mình đọc tai zin nên mới mua nhưng k đúng sự thật vì vậy đánh 1 sao cho người khác còn biết để tránh mua nhầm như mình,negative,1
giao thiếu hàng,negative,1
chất da mịn mềm baloch cũng rất là xinh,positive,5
việc còn lại của mình là mài dũa cho hợp với đàn,positive,4
chủ đáng yêu nhiệt tình chắc chắn sẽ mua hàng của chị thường xuyên,positive,5
chất lượng sản phẩm tuyệt vời thanks nhe,positive,5
thời gian giao hàng nhanh áo k giống như hình,neutral,3
chọn size lớn qá nên mặc hơi rộng,negative,2
chất vẫn bị nhăn,negative,2
giày đẹp lắm ạ size chuẩn,positive,5
tôi luôn ủng hộ,positive,5
sẽ tiếp tục ửng hộ,positive,5
chất lượng sản phẩm tạm được tay áo ngay nách hơi chật,positive,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,positive,5
có lưu ý là đặt áo đen rồi mà nhận áo trắng,negative,1
sao em đặt 2 size s m mà áo nó rộng bằng nhau vậy ạ,negative,1
rẻ và đẹp so chất lượng,positive,5
ko đep lam,negative,1
3 áo rách 2 áo,negative,1
quần cũng được nhưng chất vải mình ko thik cảm giác nóng nên cho 4 sao,positive,4
công nhận là nó nhỏ chắc chỉ m thôi,negative,2
áo chất dày dặn form đẹp giao hàng nhanh mặc dù mình ở hn,positive,5
chất lượng sản phẩm tốt tuy nhiên ship quá cao mình đặt tổng đơn hàng gần 200k ship tới 47k giảm 13k mình thấy vẫn còn cao trong khi các khác tốn ship đã giảm còn 20k,neutral,3
chất vải đẹp nhưng dáng váy quá rông,positive,4
nhìn hơi già,negative,2
sản phẩm ko như mong đợi kém,negative,1
vải đẹp nhưng nhầm size ạ,negative,2
còn ủng hộ dài dài 3,positive,4
áo đẹp mặc thích,positive,5
giá thành nên hạ thêm chút,negative,2
được cái in đẹp kg bong tróc,negative,2
bóng hơi bé,negative,2
hàng đẹp giao hàng rất nhanh,positive,5
tư vấn hỗ trợ nhiệt tình đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,positive,5
áo hơi nhỏ nhỉ,negative,2
gửi cho mình 1 áo trắng bị đen bẩn phía sau,negative,2
mới chùm áo mua 1 2 bữa đèn đã xước nhoe nhoét rồi không biết làm bằng nhựa gì nữa,negative,1
vải mềm mát form rộng rãi thoải mái có tăng đơ là điểm cộng đường may đẹp và cẩn thận,positive,5
chất lượng sản phẩm kém bán nói co quần bầu mà khi giao hk co,negative,1
balo đẹp vải,positive,5
áo chất ổn vải mát size m hơi dài chút giao hàng nhanh so với mình nghĩ tư vấn rất nhiệt tình,positive,4
vải xấu mỏng và rất cứng,negative,1
hỏi nhiều nhưng trả lời ít cảm giác k nhiệt tình,neutral,3
chị giao hàng rất thân thiện,positive,5
trái bí nhỏ xíu,positive,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền,positive,5
từ form đến chất vải,positive,5
siêu rẻ nhá,positive,5
thời gian giao hàng nhanh sản phẩm giống hình 90 có phần vai hơi khác phù hợp với giá 229k hơn là 450k,negative,2
chất lượng sản phẩm tuyệt vời túi rất thơm,positive,5
song đây cũng là 1 sản phẩm đáng để đầu tư,positive,5
mạnh số 1 dùng tay giữ mũi ko được chất lượng sản phẩm tuyệt vời,positive,5
vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ,negative,1
chất lượng sản phạm rất xau,negative,1
áo vải đẹp mềm và mát,positive,5
chất lượng sản phẩm tuyệt vời phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm tạm được chưa giặc nên kg bít có tổ kg nhưng vẫn cho 5 sao,positive,4
chất vải đẹp nhưng áo hơi vàng,positive,4
chất lượng sản phẩm cũng được,neutral,3
thất vọng về sản phẩm khi nhận được,negative,1
chất lượng tuyệt vời ngoài mong đợi thời gian giao hàng cực nhanh luôn 3,positive,5
mua dài dài,positive,4
dùng 2 ngày mà cảm giác da khác hẳn,positive,5
phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,positive,5
này đáng tin tưởng nhất,positive,5
đóng gói hàng rất đẹp,positive,5
chất vải mềm mịn,positive,5
lsau sẽ ủng hộ tiếp,positive,4
hàng đẹp y hình chất lượng sản phẩm tuyệt vời rất đáng tiền,positive,5
quần mặc như không ý rất thích,positive,4
chất lượng sản phẩm tuyệt vời phục vụ rất tốt phục vụ rất tốt thời gian giao hàng rất nhanh,positive,5
áo hơi ngắn mình 1m60 mặc bị ngắn,negative,2
chất lượng sản phẩm tuyệt vời từ chất vải đến form đến màu đều như hình rất luôn lần đầu mua nhưng rất hài lòng,positive,5
áo rất nhỏ hơi thất vọng vì mình đã nhắn báo số kg mà ko nhiệt tình tư vấn,negative,1
ko phát ra tiếng chất lượng sản phẩm rất kém,negative,1
ko giống như hình,negative,1
không đáng tin cậy tư vấn size nhưng đến khi giao đưa áo bé size quá to nhưng ko giải quyết đổi hay j cho khách nhắn tin ko trả lời,negative,1
lúc đầu check k kỹ nên nghĩ là váy khuy,positive,5
đóng gói sản phẩm rất đẹp và chắc chắn người giao hàng rất tử tế nói chuyện rất lịch sự với khách hàng,positive,5
đóng gói sản phẩm rất đẹp và chắc chắn,positive,4
giao hàng nhanh,positive,5
đóng gói sản phẩm rất kỹ càng,positive,5
chất lượng sản phẩm tuyệt vờ i đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt,positive,5
mình mặc lên rất vừa và đẹp,positive,4
k hài lòng về màu sắc vì sp bị trùng lặp màu nhiều,negative,1
đặt màu trắng mà giao màu đen,negative,2
màu áo bên ngoài tươi hơn trong hình,negative,1
chúc buôn may bán đắt nha,positive,5
nhưng bị lỗi ở khóa cài nhưng thôi ko đổi,positive,4
váy cực xinh luôn ạ,positive,5
chữ in kh rõ giặt là bong ngay hết,negative,1
làm ăn uy tín tư vấn nhiệt tình có sao nói vậy test máy rất kỹ,positive,5
nỉ cực mỏng,negative,2
cảm ơn và sẽ mua son của dài dài,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,positive,5
đường may cẩu thả,negative,1
hàng sd tốt lắm,positive,5
chất lượng sản phẩm tốt phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền,positive,5
ba lo dễ thương lắm,positive,5
sp giống như hình,neutral,3
thíc lắm ạ,positive,5
quả thực mặc không dc,negative,1
miếng vá nhỏ tí,negative,2
áo chất đẹp rộng rãi thoải mái không dễ nhăn 1 sao vì giao hàng chậm,negative,2
cảm thấy hơi tiếc khi đã mua trước khá nhiều giá rẻ hơn 1 2 mà chat luong so vơi nhau ko khác,positive,5
nếu bạn có ý định mua thì nên mua lên 1 size so với size giày mình hay mang,neutral,3
vải đẹp vừa form người nhỏ,positive,5
bù lại vải đẹp mát,positive,5
đường may lỗi,negative,1
buồn cho ghê,negative,2
hang dep nhung chat lieu vai day va nong,neutral,3
chat liêu tốt i like ít,positive,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất áo quần dày dặn,positive,5
tốt với tầm giá,positive,4
khá bực mình và thất vọng vì khoá kéo áo dây rút áo vải áo là 3 màu khác nhau,negative,1
bình thường mình mặc size 34 vừa nhưng form áo này hơi nhỏ thì phải,negative,2
chất lượng sản phẩm tuyệt vời vải tốt tiếp tục chuyển sang,positive,5
son dưỡng ẩm cũng ổn gấu đẹp,positive,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn giày rất đẹp giá rẻ so với chất lượng giày còn bao gồm cả hộp và tất tặng kèm,positive,5
vừa thử vào đã rách đáy,negative,2
đã mua 5 con làm quà tặng,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hàng rất đẹp,positive,5
bộ đồ được nhưng size l s rộng quá,neutral,3
tai nghe fake nhưng cũng,positive,4
nhiet tinh dễ thương,positive,5
đeo rất dễ tuột,negative,1
sản phẩm đẹp nhưng do đặt size m nên hơi rộng,positive,5
dưới là 1 số hình ảnh mình chat với,negative,1
phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn,positive,5
vải chất đẹp với giá tiền này thì m rất hài lòng,positive,5
có nói tặng pin mà ko có,negative,1
đóng gói chắc chắn đẹp mắt,positive,4
nch so cute,positive,5
sản phẩm nhưng giao hàng khá chậm chấm 3s,neutral,3
đã giới thiệu mà mua thêm 1 đơn nữa,positive,5
chất lượng sản phẩm tuyệt vời nhung hoi rong gui nham size minh dat size s gui m,positive,5
sạc dự phòng hộp đã cũ và bị bóc tem từ lâu,negative,1
rep hời hợt,negative,1
giao thieu 2 bo do,negative,1
có mùi vải rất hôi,negative,1
khi mặc mình thấy đáy quần cứ lệch qua 1 bên rất khó chịu,negative,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền rất đáng tiền,positive,5
sẽ còn ủng hộ,positive,5
nhưng phần cổ may chỉ đen trông hơi điêu,negative,2
sau đó không chuyển đợi quá 3 ngày không thể khiếu nại trên shopee đc nữa,negative,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn san pham dep dang tien,positive,5
quá ưng ý ơi,positive,5
áo nhỏ hơn hình rất nhiều,negative,2
gậy chắc chắn điều chỉnh dễ dàng và kết nối bluetooth rất nhạy,positive,5
mình quen mặc áo gọng mềm rồi nên khi mặc hơi đau áo nâg ngực nhé,positive,4
chất vải tạm được,neutral,3
hàng đẹp y hình giao hàng nhanh,positive,5
ko đc sao nào hết,negative,1
phục vụ rất tốt thời gian giao hàng rất nhanh cam on,positive,5
ai không thích vải mỏng không nên mua,negative,1
